Sun Feb 26 15:19:37 2017

Number of Points = 3613
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
0.277850	-0.071366	0.000000	-0.000019	0.290079

0.325276	-0.078409	0.005005	-0.000031	0.290088
0.351834	-0.084432	0.010010	-0.000037	0.290084
0.258784	-0.067056	0.015014	-0.000014	0.290081
0.435251	-0.098825	0.020019	-0.000057	0.290091
0.244383	-0.101354	0.025024	-0.000010	0.289936
0.153976	-0.129553	0.030029	0.000012	0.289758
0.309775	-0.160090	0.035034	-0.000026	0.289758
0.252089	-0.174824	0.040038	-0.000012	0.289657
0.207497	-0.216853	0.045043	-0.000001	0.289460
0.227964	-0.223954	0.050048	-0.000006	0.289447
0.141005	-0.283118	0.055053	0.000016	0.289151
0.093233	-0.276465	0.060058	0.000027	0.289140
0.070624	-0.323116	0.065062	0.000033	0.288942
0.089801	-0.338420	0.070067	0.000029	0.288897
0.012966	-0.403251	0.075072	0.000047	0.288586
0.039873	-0.441894	0.080077	0.000041	0.288456
0.113667	-0.503333	0.085082	0.000023	0.288273
-0.075735	-0.547520	0.090086	0.000070	0.287956
-0.053439	-0.590877	0.095091	0.000064	0.287803
-0.049439	-0.648748	0.100096	0.000063	0.287580
-0.141286	-0.696010	0.105101	0.000086	0.287325
0.084135	-0.814211	0.110106	0.000031	0.287036
-0.029618	-0.867970	0.115110	0.000059	0.286738
-0.135574	-0.913853	0.120115	0.000085	0.286477
-0.224619	-0.974903	0.125120	0.000107	0.286169
-0.281758	-1.038747	0.130125	0.000121	0.285874
-0.327620	-1.103029	0.135130	0.000132	0.285586
-0.416559	-1.164225	0.140134	0.000154	0.285276
-0.510540	-1.219394	0.145139	0.000177	0.284986
-0.587848	-1.284417	0.150144	0.000196	0.284670
-0.688188	-1.340925	0.155149	0.000221	0.284369
-0.762613	-1.396868	0.160154	0.000239	0.284090
-0.806560	-1.458263	0.165158	0.000250	0.283813
-0.887308	-1.526409	0.170163	0.000270	0.283481
-1.058832	-1.574166	0.175168	0.000312	0.283158
-0.919252	-1.682473	0.180173	0.000278	0.282837
-1.029693	-1.745411	0.185178	0.000305	0.282500
-1.295613	-1.782452	0.190182	0.000371	0.282145
-1.630818	-1.792327	0.195187	0.000453	0.281844
-2.324026	-1.718290	0.200192	0.000622	0.281596
-2.680260	-1.693704	0.205197	0.000709	0.281415
-2.776284	-1.721497	0.210202	0.000733	0.281228
-3.246359	-1.666327	0.215206	0.000848	0.281080
-3.190094	-1.714409	0.220211	0.000834	0.280932
-3.711443	-1.653865	0.225216	0.000961	0.280764
-3.736134	-1.647832	0.230221	0.000968	0.280769
-4.075828	-1.591914	0.235226	0.001051	0.280725
-4.179860	-1.641220	0.240230	0.001076	0.280446
-3.834188	-1.706329	0.245235	0.000992	0.280457
-4.291855	-1.619171	0.250240	0.001104	0.280445
-4.178348	-1.690757	0.255245	0.001076	0.280248
-4.250961	-1.699234	0.260250	0.001094	0.280156
-4.179233	-1.719615	0.265254	0.001077	0.280131
-4.660097	-1.700614	0.270259	0.001194	0.279828
-5.174439	-1.602004	0.275264	0.001320	0.279818
-5.057316	-1.623772	0.280269	0.001291	0.279823
-4.965356	-1.640368	0.285274	0.001269	0.279828
-4.864301	-1.700135	0.290278	0.001245	0.279668
-5.109631	-1.688517	0.295283	0.001305	0.279521
-4.956566	-1.720782	0.300288	0.001267	0.279511
-4.612366	-1.842695	0.305293	0.001183	0.279293
-5.078040	-1.772464	0.310298	0.001297	0.279207
-4.974288	-1.838320	0.315302	0.001272	0.279024
-5.119583	-1.818391	0.320307	0.001308	0.278989
-5.564308	-1.792861	0.325312	0.001416	0.278740
-5.998782	-1.731166	0.330317	0.001523	0.278645
-6.196449	-1.691232	0.335322	0.001571	0.278649
-6.496502	-1.634955	0.340326	0.001644	0.278638
-6.585576	-1.612873	0.345331	0.001666	0.278656
-6.834842	-1.567895	0.350336	0.001727	0.278639
-6.775992	-1.578770	0.355341	0.001713	0.278642
-7.017586	-1.530658	0.360346	0.001772	0.278644
-6.955518	-1.565820	0.365350	0.001757	0.278551
-7.247970	-1.562719	0.370355	0.001829	0.278332
-7.037899	-1.606425	0.375360	0.001777	0.278322
-6.994294	-1.613183	0.380365	0.001767	0.278329
-7.213876	-1.568746	0.385370	0.001821	0.278334
-7.049111	-1.603993	0.390374	0.001780	0.278322
-6.914718	-1.656427	0.395379	0.001748	0.278216
-7.466138	-1.600897	0.400384	0.001882	0.278003
-6.835387	-1.724079	0.405389	0.001729	0.278005
-6.715233	-1.795042	0.410394	0.001699	0.277814
-6.947216	-1.778270	0.415398	0.001756	0.277697
-7.016207	-1.836998	0.420403	0.001773	0.277405
-7.125809	-1.827745	0.425408	0.001800	0.277355
-7.297808	-1.866128	0.430413	0.001842	0.277062
-7.728461	-1.779264	0.435418	0.001947	0.277071
-8.172570	-1.762583	0.440422	0.002056	0.276785
-8.385346	-1.728328	0.445427	0.002108	0.276754
-8.556350	-1.696923	0.450432	0.002150	0.276745
-8.665597	-1.674170	0.455437	0.002177	0.276749
-9.063347	-1.594512	0.460442	0.002274	0.276755
-9.167544	-1.577635	0.465446	0.002300	0.276740
-9.179244	-1.571961	0.470451	0.002303	0.276754
-9.588581	-1.493174	0.475456	0.002403	0.276747
-9.456618	-1.519224	0.480461	0.002370	0.276746
-9.398642	-1.528849	0.485466	0.002356	0.276753
-9.485585	-1.515039	0.490470	0.002378	0.276739
-9.602713	-1.487576	0.495475	0.002406	0.276757
-9.712607	-1.469147	0.500480	0.002433	0.276744
-9.366802	-1.605681	0.505485	0.002349	0.276465
-9.544799	-1.574740	0.510490	0.002393	0.276448
-9.257197	-1.634037	0.515494	0.002323	0.276437
-9.018032	-1.737235	0.520499	0.002264	0.276208
-9.060574	-1.752672	0.525504	0.002275	0.276111
-8.739256	-1.890246	0.530509	0.002196	0.275808
-8.966169	-1.892005	0.535514	0.002252	0.275619
-9.380310	-1.847506	0.540518	0.002353	0.275468
-9.352571	-1.920940	0.545523	0.002347	0.275191
-9.771055	-1.859268	0.550528	0.002449	0.275107
-10.417994	-1.793484	0.555533	0.002607	0.274856
-10.715115	-1.733203	0.560538	0.002680	0.274864
-11.102022	-1.659909	0.565542	0.002774	0.274852
-11.574214	-1.564976	0.570547	0.002890	0.274861
