Sun Feb 26 15:53:22 2017

Number of Points = 3612
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
0.582523	0.026602	0.000000	0.000039	0.283962

0.599231	0.025648	0.005005	0.000035	0.283971
0.601580	0.022680	0.010010	0.000034	0.283961
0.649584	0.015432	0.015014	0.000023	0.283969
0.607957	0.021041	0.020019	0.000033	0.283959
0.646034	0.014621	0.025024	0.000023	0.283963
0.610123	-0.002623	0.030029	0.000032	0.283867
0.598055	-0.061988	0.035034	0.000035	0.283622
0.539346	-0.047098	0.040038	0.000050	0.283635
0.531488	-0.048487	0.045043	0.000052	0.283624
0.512852	-0.106035	0.050048	0.000056	0.283381
0.640166	-0.146789	0.055053	0.000025	0.283319
0.465204	-0.141643	0.060058	0.000068	0.283203
0.494871	-0.199956	0.065062	0.000061	0.282995
0.474326	-0.212997	0.070067	0.000066	0.282927
0.495672	-0.276286	0.075072	0.000061	0.282692
0.700656	-0.360012	0.080077	0.000011	0.282519
0.591256	-0.386055	0.085082	0.000038	0.282330
0.660284	-0.467134	0.090086	0.000021	0.282062
0.645735	-0.527200	0.095091	0.000025	0.281811
0.513981	-0.560960	0.100096	0.000057	0.281573
0.450169	-0.604119	0.105101	0.000073	0.281351
0.421491	-0.665264	0.110106	0.000080	0.281084
0.403512	-0.734429	0.115110	0.000084	0.280794
0.342588	-0.794805	0.120115	0.000099	0.280504
0.211650	-0.833894	0.125120	0.000131	0.280245
0.191310	-0.896603	0.130125	0.000136	0.279977
0.260146	-0.986613	0.135130	0.000120	0.279671
0.384991	-1.087190	0.140134	0.000089	0.279365
0.168570	-1.114548	0.145139	0.000142	0.279084
0.301808	-1.216023	0.150144	0.000110	0.278781
0.266442	-1.298097	0.155149	0.000118	0.278422
0.120055	-1.365075	0.160154	0.000154	0.278036
0.195399	-1.471969	0.165158	0.000136	0.277664
0.165041	-1.561670	0.170163	0.000144	0.277277
0.097574	-1.642008	0.175168	0.000160	0.276898
-0.004932	-1.711612	0.180173	0.000185	0.276533
-0.096863	-1.809594	0.185178	0.000208	0.276062
-0.174449	-1.885552	0.190182	0.000227	0.275691
-0.321299	-1.949513	0.195187	0.000263	0.275313
-0.379799	-2.034101	0.200192	0.000277	0.274921
-0.334020	-2.149161	0.205197	0.000266	0.274487
-0.560686	-2.190313	0.210202	0.000322	0.274136
-0.701386	-2.247306	0.215206	0.000356	0.273790
-0.933501	-2.306829	0.220211	0.000413	0.273358
-1.398977	-2.303801	0.225216	0.000527	0.272995
-1.919628	-2.262068	0.230221	0.000654	0.272745
-2.036566	-2.316886	0.235226	0.000683	0.272425
-2.472264	-2.297445	0.240230	0.000789	0.272152
-3.180654	-2.186669	0.245235	0.000962	0.272035
-3.748997	-2.130143	0.250240	0.001101	0.271807
-3.910940	-2.096583	0.255245	0.001141	0.271814
-4.123306	-2.057071	0.260250	0.001193	0.271805
-3.961840	-2.102712	0.265254	0.001153	0.271747
-4.595635	-2.037329	0.270259	0.001308	0.271503
-4.691579	-2.017711	0.275264	0.001332	0.271506
-4.986857	-1.959220	0.280269	0.001404	0.271507
-5.005637	-1.958297	0.285274	0.001408	0.271496
-4.554003	-2.043339	0.290278	0.001298	0.271511
-4.763324	-2.004059	0.295283	0.001349	0.271503
-4.578472	-2.039724	0.300288	0.001304	0.271506
-4.744600	-2.072337	0.305293	0.001345	0.271236
-5.231416	-1.993700	0.310298	0.001464	0.271165
-5.254105	-1.985250	0.315302	0.001469	0.271181
-4.981181	-2.042407	0.320307	0.001403	0.271167
-4.805252	-2.129109	0.325312	0.001360	0.270950
-5.037036	-2.104805	0.330317	0.001417	0.270862
-4.628001	-2.228192	0.335322	0.001317	0.270684
-4.578662	-2.269819	0.340326	0.001305	0.270551
-5.254772	-2.206601	0.345331	0.001470	0.270262
-5.411011	-2.181828	0.350336	0.001508	0.270237
-5.568074	-2.179165	0.355341	0.001547	0.270120
-6.113626	-2.122963	0.360346	0.001680	0.269908
-6.307891	-2.081185	0.365350	0.001728	0.269923
-6.907690	-1.965758	0.370355	0.001874	0.269912
-6.930626	-1.961586	0.375360	0.001880	0.269911
-6.905808	-1.964024	0.380365	0.001874	0.269921
-6.943809	-1.959190	0.385370	0.001883	0.269910
-6.784501	-1.986909	0.390374	0.001844	0.269924
-6.812213	-1.983637	0.395379	0.001851	0.269915
-6.568248	-2.061862	0.400384	0.001791	0.269789
-6.898244	-2.038923	0.405389	0.001872	0.269615
-6.865092	-2.049390	0.410394	0.001864	0.269598
-6.595045	-2.111212	0.415398	0.001798	0.269561
-6.756305	-2.143334	0.420403	0.001838	0.269295
-5.993631	-2.314068	0.425408	0.001651	0.269208
-6.411206	-2.264648	0.430413	0.001754	0.269072
-7.034158	-2.221208	0.435418	0.001906	0.268742
-7.505342	-2.129725	0.440422	0.002021	0.268737
-7.951982	-2.043518	0.445427	0.002130	0.268731
-8.046307	-2.046810	0.450432	0.002153	0.268639
-8.536594	-1.926253	0.455437	0.002273	0.268740
-8.845126	-1.869557	0.460442	0.002348	0.268724
-8.592615	-1.915247	0.465446	0.002287	0.268740
-8.851917	-1.866599	0.470451	0.002350	0.268730
-9.029279	-1.832519	0.475456	0.002393	0.268727
-8.704501	-1.893629	0.480461	0.002314	0.268738
-8.148977	-2.041641	0.485466	0.002179	0.268575
-7.788084	-2.149113	0.490470	0.002090	0.268422
-7.799356	-2.198020	0.495475	0.002093	0.268208
-7.661034	-2.261642	0.500480	0.002060	0.268056
-7.728991	-2.309476	0.505485	0.002076	0.267799
-8.118263	-2.298171	0.510490	0.002171	0.267525
-8.710221	-2.194952	0.515494	0.002316	0.267470
-9.059388	-2.186262	0.520499	0.002401	0.267219
-9.274764	-2.159104	0.525504	0.002454	0.267155
-9.904802	-2.032947	0.530509	0.002608	0.267164
-10.095369	-1.998843	0.535514	0.002655	0.267150
-10.105033	-1.993657	0.540518	0.002657	0.267164
-10.783475	-1.861141	0.545523	0.002823	0.267160
-10.653621	-1.887138	0.550528	0.002791	0.267158
-10.543048	-1.907952	0.555533	0.002764	0.267162
-10.262770	-1.965682	0.560538	0.002696	0.267150
-9.785802	-2.055997	0.565542	0.002579	0.267165
-9.691093	-2.082504	0.570547	0.002556	0.267131
-9.721631	-2.145144	0.575552	0.002564	0.266842
-10.186159	-2.051610	0.580557	0.002677	0.266852
-10.327278	-2.079712	0.585562	0.002712	0.266617
-10.241484	-2.114505	0.590566	0.002691	0.266541
-10.430416	-2.078833	0.595571	0.002737	0.266535
-10.435066	-2.149492	0.600576	0.002738	0.266233
-10.765305	-2.090343	0.605581	0.002819	0.266208
-10.997341	-2.047836	0.610586	0.002876	0.266195
-11.173717	-2.064451	0.615590	0.002919	0.265979
-11.504121	-2.019920	0.620595	0.003000	0.265892
-11.245824	-2.071254	0.625600	0.002937	0.265890
-11.215649	-2.074781	0.630605	0.002929	0.265900
-11.384583	-2.081203	0.635610	0.002971	0.265732
-11.880424	-2.019779	0.640614	0.003092	0.265580
-12.027303	-1.991916	0.645619	0.003128	0.265576
-12.122576	-1.974537	0.650624	0.003151	0.265570
-12.135562	-1.969207	0.655629	0.003154	0.265581
-12.182437	-1.963065	0.660634	0.003166	0.265568
-12.142896	-1.968293	0.665638	0.003156	0.265579
-12.441944	-1.982334	0.670643	0.003229	0.265271
-12.287914	-2.013739	0.675648	0.003192	0.265266
-12.406001	-1.988430	0.680653	0.003221	0.265274
-12.105839	-2.055778	0.685658	0.003147	0.265239
-11.838794	-2.177007	0.690662	0.003082	0.264947
-12.097594	-2.139565	0.695667	0.003146	0.264890
-12.641764	-2.093405	0.700672	0.003278	0.264633
-12.535215	-2.111373	0.705677	0.003253	0.264645
-12.755582	-2.110017	0.710682	0.003306	0.264467
-13.132171	-2.068024	0.715686	0.003398	0.264331
-13.263550	-2.043615	0.720691	0.003431	0.264324
-13.307478	-2.035378	0.725696	0.003441	0.264323
-13.938591	-1.908783	0.730701	0.003596	0.264333
-14.181981	-1.864249	0.735706	0.003655	0.264319
-13.861551	-1.934490	0.740710	0.003577	0.264288
-14.508359	-1.824414	0.745715	0.003735	0.264216
-14.337385	-1.832602	0.750720	0.003693	0.264323
-14.108478	-1.892141	0.755725	0.003637	0.264261
-14.150414	-1.928968	0.760730	0.003648	0.264070
-13.660009	-2.022415	0.765734	0.003528	0.264082
-13.774413	-2.019174	0.770739	0.003556	0.264000
-13.845257	-2.067917	0.775744	0.003573	0.263733
-13.678701	-2.111257	0.780749	0.003533	0.263688
-13.947290	-2.120962	0.785754	0.003598	0.263421
-13.569577	-2.226472	0.790758	0.003506	0.263288
-14.118083	-2.161004	0.795763	0.003640	0.263107
-13.804885	-2.276470	0.800768	0.003564	0.262877
-14.148308	-2.231203	0.805773	0.003648	0.262782
-14.954869	-2.146869	0.810778	0.003845	0.262464
-15.161137	-2.103537	0.815782	0.003895	0.262476
-15.682073	-2.001019	0.820787	0.004022	0.262477
-15.862094	-1.967522	0.825792	0.004066	0.262468
-16.147815	-1.908392	0.830797	0.004136	0.262481
-16.486287	-1.844369	0.835802	0.004219	0.262470
-16.294680	-1.880494	0.840806	0.004172	0.262476
-16.442531	-1.850793	0.845811	0.004208	0.262479
-16.775826	-1.786965	0.850816	0.004290	0.262472
-16.387727	-1.860222	0.855821	0.004195	0.262484
-16.222136	-1.895551	0.860826	0.004155	0.262472
-16.151468	-1.907834	0.865830	0.004138	0.262479
-16.095816	-1.919739	0.870835	0.004124	0.262475
-15.567499	-2.074832	0.875840	0.003995	0.262255
-15.738096	-2.060211	0.880845	0.004037	0.262174
-16.154406	-2.047985	0.885850	0.004139	0.261876
-15.898511	-2.103959	0.890854	0.004076	0.261851
-16.054796	-2.133157	0.895859	0.004114	0.261594
-16.199996	-2.117356	0.900864	0.004150	0.261539
-16.551437	-2.116147	0.905869	0.004236	0.261247
-16.939068	-2.048862	0.910874	0.004331	0.261209
-16.939170	-2.046444	0.915878	0.004331	0.261219
-17.250635	-2.055261	0.920883	0.004407	0.260918
-17.240029	-2.061132	0.925888	0.004404	0.260901
-17.627491	-1.983307	0.930893	0.004499	0.260908
-17.813450	-1.949195	0.935898	0.004544	0.260898
-17.508359	-2.022816	0.940902	0.004470	0.260839
-17.884181	-2.006929	0.945907	0.004562	0.260589
-17.984631	-1.989409	0.950912	0.004586	0.260579
-18.206522	-1.941937	0.955917	0.004641	0.260595
-17.957784	-1.993612	0.960922	0.004580	0.260583
-17.846344	-2.055508	0.965926	0.004553	0.260411
-18.586298	-1.938263	0.970931	0.004734	0.260289
-18.454220	-1.965766	0.975936	0.004701	0.260282
-18.173443	-2.018352	0.980941	0.004633	0.260293
-18.350114	-2.030630	0.985946	0.004676	0.260090
-18.567212	-2.018717	0.990950	0.004729	0.259957
-18.780239	-1.975453	0.995955	0.004781	0.259963
-19.032309	-1.926532	1.000960	0.004843	0.259960

-19.152526	-1.903734	1.010957	0.004872	0.259956
-19.025065	-1.929126	1.020954	0.004841	0.259954
-18.729933	-2.044370	1.030950	0.004769	0.259707
-18.590696	-2.083292	1.040947	0.004735	0.259656
-18.360414	-2.150970	1.050944	0.004679	0.259559
-19.015981	-2.072484	1.060941	0.004840	0.259341
-19.181355	-1.988272	1.070938	0.004880	0.259564
-19.667400	-1.871508	1.080934	0.004999	0.259656
-19.170910	-1.916018	1.090931	0.004878	0.259885
-19.066999	-1.918663	1.100928	0.004852	0.259961
-19.042135	-1.924761	1.110925	0.004846	0.259956
-18.889996	-1.905386	1.120922	0.004809	0.260168
-18.528261	-1.959602	1.130918	0.004721	0.260240
-18.387777	-2.033893	1.140915	0.004687	0.260039
-18.248668	-2.079364	1.150912	0.004653	0.259960
-18.422695	-2.045437	1.160909	0.004696	0.259958
-18.401627	-2.050008	1.170906	0.004691	0.259956
-18.497344	-2.029931	1.180902	0.004714	0.259961
-18.486019	-1.989516	1.190899	0.004711	0.260145
-18.299699	-2.004157	1.200896	0.004666	0.260240
-18.446398	-1.965757	1.210893	0.004702	0.260280
-18.798331	-1.895722	1.220890	0.004788	0.260284
-18.740557	-1.846792	1.230886	0.004774	0.260543
-18.783116	-1.812036	1.240883	0.004784	0.260657
-17.877446	-1.931908	1.250880	0.004563	0.260907
-17.462877	-2.073386	1.260877	0.004462	0.260648
-17.396837	-2.100924	1.270874	0.004446	0.260585
-17.510726	-2.090313	1.280870	0.004474	0.260534
-17.896818	-2.034129	1.290867	0.004568	0.260449
-17.735151	-2.033451	1.300864	0.004529	0.260588
-18.128101	-1.957217	1.310861	0.004625	0.260583
-18.028819	-1.976178	1.320858	0.004601	0.260586
-17.761248	-1.989152	1.330854	0.004536	0.260756
-17.354700	-2.107467	1.340851	0.004437	0.260590
-17.894655	-1.958234	1.350848	0.004568	0.260775
-18.182266	-1.871974	1.360845	0.004639	0.260903
-18.392137	-1.770863	1.370842	0.004690	0.261160
-18.019802	-1.792239	1.380838	0.004599	0.261382
-17.270026	-1.900609	1.390835	0.004416	0.261549
-16.627609	-2.047970	1.400832	0.004259	0.261459
-16.650754	-2.100371	1.410829	0.004265	0.261214
-16.472531	-2.162259	1.420826	0.004222	0.261098
-16.950639	-2.113718	1.430822	0.004339	0.260902
-17.155763	-2.072474	1.440819	0.004389	0.260906
-17.553296	-1.957108	1.450816	0.004486	0.261065
-17.606532	-1.912509	1.460813	0.004499	0.261212
-17.470827	-1.875112	1.470810	0.004466	0.261487
-17.284674	-1.897711	1.480806	0.004421	0.261546
-17.104086	-1.901114	1.490803	0.004377	0.261684
