Sun Feb 26 15:47:29 2017

Number of Points = 3613
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
0.557327	-0.002496	0.000000	0.000005	0.284198

0.574527	-0.052429	0.005005	0.000001	0.284014
0.575900	-0.064639	0.010010	0.000001	0.283966
0.475343	-0.047853	0.015014	0.000026	0.283955
0.524107	-0.054042	0.020019	0.000014	0.283968
0.319389	-0.016059	0.025024	0.000064	0.283959
0.395221	-0.029959	0.030029	0.000045	0.283963
0.302494	-0.011684	0.035034	0.000068	0.283963
0.208431	-0.057864	0.040038	0.000091	0.283707
0.170176	-0.069444	0.045043	0.000101	0.283631
0.082248	-0.054459	0.050048	0.000122	0.283622
0.039978	-0.044692	0.055053	0.000132	0.283628
0.283661	-0.139824	0.060058	0.000073	0.283440
0.188188	-0.156555	0.065062	0.000096	0.283300
0.341309	-0.213217	0.070067	0.000059	0.283194
0.347061	-0.266908	0.075072	0.000058	0.282986
0.387812	-0.321833	0.080077	0.000048	0.282799
0.458892	-0.372796	0.085082	0.000031	0.282652
0.315278	-0.419844	0.090086	0.000066	0.282353
0.351198	-0.475041	0.095091	0.000057	0.282162
0.254974	-0.510575	0.100096	0.000081	0.281945
0.215334	-0.558307	0.105101	0.000090	0.281724
0.221220	-0.631964	0.110106	0.000089	0.281435
0.048816	-0.666911	0.115110	0.000131	0.281160
0.084438	-0.731835	0.120115	0.000123	0.280929
0.107233	-0.802401	0.125120	0.000117	0.280664
0.175288	-0.889507	0.130125	0.000101	0.280369
0.271925	-0.984867	0.135130	0.000077	0.280063
0.270778	-1.074659	0.140134	0.000078	0.279702
0.276304	-1.154857	0.145139	0.000076	0.279384
0.213431	-1.219559	0.150144	0.000092	0.279075
0.039286	-1.270379	0.155149	0.000134	0.278732
-0.062070	-1.341064	0.160154	0.000159	0.278367
-0.116913	-1.426940	0.165158	0.000173	0.277977
-0.175924	-1.498938	0.170163	0.000187	0.277639
-0.298265	-1.567285	0.175168	0.000217	0.277265
-0.417614	-1.631391	0.180173	0.000247	0.276911
-0.471757	-1.705615	0.185178	0.000260	0.276566
-0.531646	-1.788767	0.190182	0.000275	0.276181
-0.526494	-1.891804	0.195187	0.000274	0.275766
-0.666231	-1.953809	0.200192	0.000308	0.275401
-0.628780	-2.054702	0.205197	0.000299	0.275020
-1.439992	-1.984819	0.210202	0.000497	0.274654
-2.120351	-1.919105	0.215206	0.000663	0.274376
-2.656499	-1.840501	0.220211	0.000794	0.274267
-2.806588	-1.868202	0.225216	0.000831	0.274033
-2.918895	-1.847623	0.230221	0.000858	0.274026
-3.192365	-1.871832	0.235226	0.000925	0.273707
-2.771451	-1.967057	0.240230	0.000823	0.273655
-2.846531	-2.018621	0.245235	0.000841	0.273383
-2.725308	-2.092126	0.250240	0.000811	0.273179
-2.666282	-2.156881	0.255245	0.000797	0.272960
-2.814734	-2.185521	0.260250	0.000833	0.272722
-2.898715	-2.240864	0.265254	0.000854	0.272426
-3.505725	-2.187590	0.270259	0.001002	0.272154
-4.159326	-2.068725	0.275264	0.001162	0.272115
-4.325371	-2.096675	0.280269	0.001203	0.271864
-4.612083	-2.052785	0.285274	0.001273	0.271813
-5.051713	-1.968962	0.290278	0.001380	0.271802
-4.775864	-2.020838	0.295283	0.001313	0.271812
-5.239114	-1.931453	0.300288	0.001426	0.271805
-5.154155	-2.019733	0.305293	0.001405	0.271509
-5.579232	-1.938016	0.310298	0.001509	0.271501
-5.520302	-1.951825	0.315302	0.001495	0.271492
-5.169436	-2.017074	0.320307	0.001409	0.271507
-5.219620	-2.009945	0.325312	0.001422	0.271495
-5.258346	-2.079423	0.330317	0.001431	0.271176
-5.414092	-2.049513	0.335322	0.001469	0.271173
-5.209906	-2.119442	0.340326	0.001419	0.271050
-5.558482	-2.098179	0.345331	0.001505	0.270854
-5.592999	-2.093250	0.350336	0.001513	0.270846
-5.708897	-2.127167	0.355341	0.001542	0.270611
-6.469559	-1.994613	0.360346	0.001727	0.270541
-7.068966	-1.879898	0.365350	0.001874	0.270528
-7.254129	-1.840381	0.370355	0.001919	0.270541
-7.599821	-1.751067	0.375360	0.002003	0.270629
-7.205929	-1.775288	0.380365	0.001907	0.270849
-7.458425	-1.723867	0.385370	0.001969	0.270857
-7.008067	-1.815173	0.390374	0.001859	0.270845
-6.391285	-1.975484	0.395379	0.001709	0.270683
-6.595597	-1.971237	0.400384	0.001759	0.270534
-5.805833	-2.165747	0.405389	0.001566	0.270370
-5.982507	-2.173354	0.410394	0.001609	0.270194
-5.948958	-2.248910	0.415398	0.001601	0.269907
-6.277431	-2.252955	0.420403	0.001681	0.269622
-6.765657	-2.185466	0.425408	0.001800	0.269503
-7.225909	-2.145401	0.430413	0.001913	0.269293
-7.106150	-2.180315	0.435418	0.001884	0.269246
-7.869653	-2.075960	0.440422	0.002070	0.269055
-8.297124	-1.988833	0.445427	0.002175	0.269068
-8.642243	-1.923116	0.450432	0.002259	0.269059
-8.498492	-1.950892	0.455437	0.002224	0.269061
-8.982895	-1.853696	0.460442	0.002342	0.269069
-9.364682	-1.781368	0.465446	0.002436	0.269058
-9.141379	-1.768045	0.470451	0.002381	0.269296
-9.177909	-1.761432	0.475456	0.002390	0.269294
-8.915574	-1.813234	0.480461	0.002326	0.269292
-8.686898	-1.870302	0.485466	0.002270	0.269242
-8.491211	-1.953733	0.490470	0.002223	0.269054
-8.027162	-2.046505	0.495475	0.002109	0.269047
-8.379203	-2.054953	0.500480	0.002195	0.268723
-8.127088	-2.120427	0.505485	0.002134	0.268656
-8.590252	-2.087677	0.510490	0.002247	0.268412
-8.445484	-2.153797	0.515494	0.002212	0.268255
-8.768127	-2.128324	0.520499	0.002291	0.268096
-8.822802	-2.159238	0.525504	0.002304	0.267921
-9.212986	-2.114118	0.530509	0.002399	0.267789
-9.540858	-2.048323	0.535514	0.002480	0.267794
-9.804282	-2.065629	0.540518	0.002544	0.267504
-10.485899	-1.940031	0.545523	0.002710	0.267469
-11.032996	-1.816124	0.550528	0.002844	0.267538
-10.227155	-1.941135	0.555533	0.002647	0.267678
-10.884850	-1.861227	0.560538	0.002808	0.267470
-10.796399	-1.882669	0.565542	0.002786	0.267453
-10.763880	-1.885151	0.570547	0.002779	0.267469
-10.751678	-1.889829	0.575552	0.002776	0.267460
-10.457000	-1.947351	0.580557	0.002704	0.267461
-10.517703	-1.934793	0.585562	0.002719	0.267464
-10.062400	-2.071386	0.590566	0.002607	0.267266
-10.010462	-2.107523	0.595571	0.002595	0.267157
-10.254273	-2.128576	0.600576	0.002655	0.266866
-10.363068	-2.119295	0.605581	0.002681	0.266815
-10.907661	-2.077765	0.610586	0.002814	0.266540
-11.156202	-2.032696	0.615590	0.002875	0.266524
-11.409432	-1.979563	0.620595	0.002937	0.266538
-11.930405	-1.894313	0.625600	0.003064	0.266465
-12.046668	-1.874603	0.630605	0.003093	0.266452
-12.488207	-1.801178	0.635610	0.003200	0.266395
-11.834755	-1.938640	0.640614	0.003041	0.266357
