Sun Feb 26 14:43:36 2017

Number of Points = 3602
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
0.654101	0.044047	0.000000	0.000058	0.291040

0.805765	0.017299	0.005005	0.000020	0.291053
0.850472	0.005233	0.010010	0.000009	0.291041
0.904624	-0.004537	0.015014	-0.000004	0.291045
0.845148	-0.071880	0.020019	0.000010	0.290741
0.920456	-0.090396	0.025024	-0.000008	0.290727
0.931798	-0.089269	0.030029	-0.000011	0.290741
0.876779	-0.083562	0.035034	0.000002	0.290722
0.879156	-0.162851	0.040038	0.000001	0.290418
0.768743	-0.140691	0.045043	0.000028	0.290421
0.802070	-0.174994	0.050048	0.000019	0.290314
0.833281	-0.229599	0.055053	0.000012	0.290127
0.686061	-0.212090	0.060058	0.000047	0.290084
0.700852	-0.289263	0.065062	0.000044	0.289797
0.787316	-0.324311	0.070067	0.000022	0.289728
0.751615	-0.382493	0.075072	0.000031	0.289476
0.636769	-0.401271	0.080077	0.000059	0.289317
0.417327	-0.395154	0.085082	0.000112	0.289174
0.514567	-0.460282	0.090086	0.000088	0.288996
0.703045	-0.535957	0.095091	0.000042	0.288846
0.616413	-0.582641	0.100096	0.000063	0.288600
0.526493	-0.639982	0.105101	0.000085	0.288309
0.342877	-0.667427	0.110106	0.000129	0.288062
0.488617	-0.748467	0.115110	0.000093	0.287859
0.532345	-0.826503	0.120115	0.000083	0.287589
0.389224	-0.875733	0.125120	0.000117	0.287287
0.427083	-0.953841	0.130125	0.000108	0.287012
0.341430	-1.014514	0.135130	0.000129	0.286710
0.280032	-1.079286	0.140134	0.000144	0.286410
0.266240	-1.158959	0.145139	0.000147	0.286087
0.163531	-1.222787	0.150144	0.000172	0.285759
0.096074	-1.289132	0.155149	0.000188	0.285447
-0.035582	-1.341137	0.160154	0.000220	0.285141
-0.068998	-1.418784	0.165158	0.000228	0.284810
-0.141592	-1.485885	0.170163	0.000245	0.284490
-0.438473	-1.506128	0.175168	0.000318	0.284181
-0.560279	-1.537978	0.180173	0.000347	0.283962
-0.654429	-1.603083	0.185178	0.000370	0.283632
-0.927630	-1.628555	0.190182	0.000437	0.283319
-1.933021	-1.499837	0.195187	0.000682	0.283048
-2.485839	-1.405006	0.200192	0.000817	0.282994
-2.681534	-1.362284	0.205197	0.000864	0.283012
-2.886710	-1.397482	0.210202	0.000914	0.282713
-2.808710	-1.413954	0.215206	0.000895	0.282709
-2.975623	-1.379613	0.220211	0.000936	0.282716
-2.807806	-1.448827	0.225216	0.000894	0.282573
-2.894508	-1.478672	0.230221	0.000915	0.282387
-2.764492	-1.506844	0.235226	0.000883	0.282378
-3.018449	-1.531790	0.240230	0.000945	0.282081
-3.278294	-1.483143	0.245235	0.001008	0.282072
-3.131934	-1.552567	0.250240	0.000973	0.281911
-3.341025	-1.549524	0.255245	0.001023	0.281760
-3.670734	-1.487010	0.260250	0.001104	0.281752
-3.661137	-1.542517	0.265254	0.001101	0.281539
-4.070119	-1.483244	0.270259	0.001201	0.281456
-4.030208	-1.494562	0.275264	0.001191	0.281443
-3.906618	-1.541673	0.280269	0.001160	0.281352
