Sun Feb 26 15:16:21 2017

Number of Points = 3619
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
0.226466	0.028882	0.000000	0.000034	0.280776

0.127880	0.044593	0.005005	0.000059	0.280761
0.059357	0.060316	0.010010	0.000075	0.280769
-0.100278	0.092279	0.015014	0.000115	0.280771
-0.080053	0.086607	0.020019	0.000110	0.280764
-0.136133	0.100871	0.025024	0.000124	0.280777
0.009144	0.069851	0.030029	0.000088	0.280766
0.134919	0.003584	0.035034	0.000058	0.280600
0.069091	-0.020389	0.040038	0.000074	0.280451
-0.029930	-0.003286	0.045043	0.000098	0.280442
0.116192	-0.028092	0.050048	0.000063	0.280457
0.239035	-0.113349	0.055053	0.000033	0.280212
0.363039	-0.152281	0.060058	0.000003	0.280153
0.233791	-0.189875	0.065062	0.000035	0.279900
0.313494	-0.225242	0.070067	0.000015	0.279820
0.267798	-0.290267	0.075072	0.000027	0.279523
0.180928	-0.305903	0.080077	0.000048	0.279391
0.180879	-0.352190	0.085082	0.000048	0.279205
0.143368	-0.393536	0.090086	0.000058	0.279008
0.129398	-0.439066	0.095091	0.000061	0.278813
-0.003249	-0.464427	0.100096	0.000094	0.278606
-0.200676	-0.495096	0.105101	0.000142	0.278326
-0.124351	-0.565462	0.110106	0.000124	0.278102
-0.193406	-0.603091	0.115110	0.000141	0.277895
-0.256883	-0.646624	0.120115	0.000156	0.277668
-0.183195	-0.729040	0.125120	0.000139	0.277393
-0.244262	-0.793995	0.130125	0.000154	0.277081
-0.279744	-0.853205	0.135130	0.000163	0.276812
-0.448232	-0.884607	0.140134	0.000204	0.276550
-0.335737	-0.980584	0.145139	0.000177	0.276249
-0.159454	-1.092911	0.150144	0.000134	0.275933
-0.212099	-1.170105	0.155149	0.000147	0.275576
-0.325519	-1.228495	0.160154	0.000175	0.275247
-0.164023	-1.350784	0.165158	0.000135	0.274877
-0.282789	-1.427233	0.170163	0.000165	0.274469
-0.297571	-1.504112	0.175168	0.000169	0.274142
-0.414123	-1.565044	0.180173	0.000197	0.273798
