Sun Feb 26 15:50:25 2017

Number of Points = 3613
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
0.391084	-0.002349	0.000000	0.000003	0.283960

0.321148	-0.031389	0.005005	0.000020	0.283791
0.291127	-0.065323	0.010010	0.000027	0.283633
0.245833	-0.059958	0.015014	0.000038	0.283619
0.344463	-0.075850	0.020019	0.000014	0.283632
0.398091	-0.087930	0.025024	0.000001	0.283626
0.263450	-0.062759	0.030029	0.000034	0.283621
0.405555	-0.108088	0.035034	-0.000000	0.283552
0.433557	-0.177968	0.040038	-0.000007	0.283297
0.334848	-0.155187	0.045043	0.000017	0.283310
0.357269	-0.207304	0.050048	0.000012	0.283121
0.327068	-0.236262	0.055053	0.000019	0.282983
0.340620	-0.272201	0.060058	0.000016	0.282851
0.261720	-0.298940	0.065062	0.000035	0.282683
0.281185	-0.345831	0.070067	0.000030	0.282512
0.280794	-0.384628	0.075072	0.000031	0.282357
0.217069	-0.441740	0.080077	0.000046	0.282080
0.185775	-0.469060	0.085082	0.000054	0.281947
0.060478	-0.500683	0.090086	0.000085	0.281723
0.083540	-0.562409	0.095091	0.000079	0.281495
0.065978	-0.608704	0.100096	0.000083	0.281296
0.071985	-0.671973	0.105101	0.000082	0.281048
0.018344	-0.726381	0.110106	0.000095	0.280789
0.107798	-0.817400	0.115110	0.000073	0.280495
0.111223	-0.882051	0.120115	0.000073	0.280239
0.232565	-0.980071	0.125120	0.000043	0.279941
0.080009	-1.032756	0.130125	0.000080	0.279610
0.154961	-1.123800	0.135130	0.000062	0.279303
-0.022944	-1.158335	0.140134	0.000106	0.279024
-0.089062	-1.224412	0.145139	0.000122	0.278706
-0.084580	-1.311158	0.150144	0.000121	0.278359
-0.206336	-1.379521	0.155149	0.000151	0.277987
-0.288627	-1.445380	0.160154	0.000171	0.277656
-0.405737	-1.511842	0.165158	0.000200	0.277294
-0.467528	-1.582110	0.170163	0.000215	0.276960
-0.550389	-1.651746	0.175168	0.000235	0.276611
-0.591664	-1.733550	0.180173	0.000245	0.276246
-0.494470	-1.838359	0.185178	0.000222	0.275898
-0.672547	-1.910051	0.190182	0.000265	0.275463
-0.766408	-1.979811	0.195187	0.000288	0.275104
-0.915682	-2.040618	0.200192	0.000325	0.274736
-1.453463	-2.023390	0.205197	0.000456	0.274374
-2.311233	-1.901935	0.210202	0.000666	0.274181
-2.457592	-1.911920	0.215206	0.000702	0.274023
-2.231383	-2.022384	0.220211	0.000647	0.273752
-2.620623	-1.992063	0.225216	0.000742	0.273563
-2.722153	-2.020730	0.230221	0.000767	0.273363
-2.531775	-2.130135	0.235226	0.000720	0.273067
-2.414119	-2.210026	0.240230	0.000692	0.272833
-2.668542	-2.224458	0.245235	0.000754	0.272568
-3.183589	-2.175675	0.250240	0.000880	0.272352
-3.184668	-2.233725	0.255245	0.000880	0.272112
-3.217201	-2.279205	0.260250	0.000888	0.271898
-4.057550	-2.139678	0.265254	0.001093	0.271792
-4.120394	-2.189748	0.270259	0.001109	0.271534
-4.977466	-2.029663	0.275264	0.001318	0.271500
-5.319542	-1.963899	0.280269	0.001402	0.271493
-5.473573	-1.930093	0.285274	0.001439	0.271508
-5.677956	-1.893413	0.290278	0.001489	0.271493
-5.451592	-1.935361	0.295283	0.001434	0.271504
-5.471102	-1.932012	0.300288	0.001439	0.271502
-5.193948	-1.987777	0.305293	0.001371	0.271496
-5.142520	-1.995396	0.310298	0.001359	0.271506
-5.166418	-2.073033	0.315302	0.001364	0.271166
-4.990056	-2.106415	0.320307	0.001321	0.271171
-4.969634	-2.157952	0.325312	0.001317	0.270974
-5.210383	-2.141459	0.330317	0.001375	0.270846
-5.179279	-2.189787	0.335322	0.001368	0.270671
-5.526038	-2.155515	0.340326	0.001453	0.270530
-5.324187	-2.225535	0.345331	0.001403	0.270404
-5.891836	-2.155056	0.350336	0.001542	0.270234
-5.878507	-2.158166	0.355341	0.001539	0.270231
-6.180000	-2.171124	0.360346	0.001613	0.269931
-6.703559	-2.076244	0.365350	0.001740	0.269898
-6.993425	-2.016916	0.370355	0.001811	0.269908
-7.372887	-1.941476	0.375360	0.001904	0.269911
-7.382132	-1.941755	0.380365	0.001906	0.269902
-7.497094	-1.916170	0.385370	0.001934	0.269915
-7.559504	-1.907086	0.390374	0.001950	0.269901
-7.468614	-1.923413	0.395379	0.001927	0.269908
-7.487237	-1.919488	0.400384	0.001932	0.269909
-7.494441	-1.919788	0.405389	0.001934	0.269901
-7.530533	-1.910249	0.410394	0.001943	0.269911
-7.565529	-1.905871	0.415398	0.001951	0.269901
-6.926048	-2.071686	0.420403	0.001795	0.269734
-6.909463	-2.107093	0.425408	0.001791	0.269600
-6.676081	-2.212650	0.430413	0.001734	0.269351
-6.806176	-2.212941	0.435418	0.001766	0.269243
-7.195091	-2.181077	0.440422	0.001861	0.269057
-6.915766	-2.288247	0.445427	0.001793	0.268839
-7.807455	-2.140280	0.450432	0.002011	0.268725
-8.182794	-2.125288	0.455437	0.002103	0.268479
-8.696866	-2.039754	0.460442	0.002228	0.268414
-9.085277	-1.965416	0.465446	0.002323	0.268406
-9.128609	-1.955107	0.470451	0.002334	0.268413
-9.406277	-1.900809	0.475456	0.002401	0.268412
-9.582472	-1.869152	0.480461	0.002445	0.268400
-9.230261	-1.870797	0.485466	0.002359	0.268682
-9.483308	-1.887340	0.490470	0.002420	0.268405
-9.337244	-1.914868	0.495475	0.002385	0.268409
-9.507628	-1.881194	0.500480	0.002426	0.268410
-9.303016	-1.923758	0.505485	0.002376	0.268400
-8.744767	-2.029934	0.510490	0.002240	0.268415
-8.885605	-2.069225	0.515494	0.002275	0.268134
-8.716065	-2.113527	0.520499	0.002233	0.268088
-8.653266	-2.193576	0.525504	0.002218	0.267805
-8.596593	-2.247162	0.530509	0.002204	0.267626
-9.376854	-2.132310	0.535514	0.002395	0.267465
-9.428329	-2.178690	0.540518	0.002408	0.267228
-9.495841	-2.184105	0.545523	0.002424	0.267149
-9.874503	-2.127258	0.550528	0.002517	0.267075
-10.459944	-2.071156	0.555533	0.002660	0.266827
-10.591160	-2.042261	0.560538	0.002692	0.266840
-11.223254	-1.920976	0.565542	0.002846	0.266828
-11.558615	-1.853216	0.570547	0.002928	0.266835
-11.869225	-1.752716	0.575552	0.003004	0.267001
-11.496330	-1.792975	0.580557	0.002913	0.267140
-11.556863	-1.777775	0.585562	0.002928	0.267153
-11.441088	-1.802994	0.590566	0.002899	0.267143
-10.852300	-1.924321	0.595571	0.002756	0.267119
-11.075184	-1.948079	0.600576	0.002810	0.266835
-10.823037	-2.000172	0.605581	0.002749	0.266824
-10.472867	-2.093244	0.610586	0.002663	0.266722
-10.621512	-2.110914	0.615590	0.002700	0.266525
-10.262985	-2.248078	0.620595	0.002612	0.266243
-10.527222	-2.239983	0.625600	0.002677	0.266058
-10.831186	-2.230623	0.630605	0.002751	0.265846
-10.818195	-2.298794	0.635610	0.002748	0.265568
-11.494995	-2.196878	0.640614	0.002913	0.265437
-12.386348	-2.062280	0.645619	0.003131	0.265265
-12.459179	-2.047564	0.650624	0.003149	0.265266
-12.884525	-1.966359	0.655629	0.003253	0.265256
-13.364824	-1.868975	0.660634	0.003370	0.265269
-13.576296	-1.823471	0.665638	0.003422	0.265285
-12.958474	-1.881607	0.670643	0.003271	0.265553
-13.452390	-1.816569	0.675648	0.003392	0.265417
-13.027052	-1.890096	0.680653	0.003288	0.265460
-13.309545	-1.862929	0.685658	0.003357	0.265340
-13.296485	-1.884311	0.690662	0.003354	0.265260
-12.693954	-2.001049	0.695667	0.003207	0.265267
-12.843379	-1.970883	0.700672	0.003243	0.265270
-13.098704	-1.984397	0.705677	0.003305	0.265000
-13.172256	-1.983419	0.710682	0.003323	0.264943
-13.231252	-1.974102	0.715686	0.003338	0.264933
-12.832845	-2.104520	0.720691	0.003241	0.264712
-13.226048	-2.046320	0.725696	0.003337	0.264631
-12.964882	-2.154483	0.730701	0.003273	0.264390
-13.032362	-2.156983	0.735706	0.003290	0.264323
-13.400649	-2.144169	0.740710	0.003380	0.264070
-13.507437	-2.122013	0.745715	0.003406	0.264074
-14.087119	-2.082094	0.750720	0.003547	0.263759
-14.205232	-2.065406	0.755725	0.003576	0.263732
-14.392343	-2.025320	0.760730	0.003622	0.263746
-14.798178	-1.947739	0.765734	0.003721	0.263736
-14.592637	-2.013778	0.770739	0.003671	0.263627
-15.463789	-1.885775	0.775744	0.003884	0.263443
-15.432304	-1.823265	0.780749	0.003876	0.263735
-15.194406	-1.883940	0.785754	0.003818	0.263676
-15.542490	-1.877116	0.790758	0.003903	0.263413
-15.270455	-1.928846	0.795763	0.003837	0.263420
-15.111518	-1.958917	0.800768	0.003798	0.263425
-14.766514	-2.028656	0.805773	0.003714	0.263417
-14.739068	-2.086506	0.810778	0.003707	0.263193
-15.546596	-1.949427	0.815782	0.003904	0.263101
-15.319806	-1.993356	0.820787	0.003849	0.263103
-15.349263	-2.044743	0.825792	0.003856	0.262859
-15.703783	-1.990201	0.830797	0.003943	0.262794
-15.869950	-1.954585	0.835802	0.003984	0.262807
-15.921345	-1.969278	0.840806	0.003996	0.262701
-16.312732	-1.945975	0.845811	0.004092	0.262471
-16.362894	-1.934927	0.850816	0.004104	0.262476
-16.055498	-1.997698	0.855821	0.004029	0.262466
-15.710978	-2.088120	0.860826	0.003945	0.262369
-16.341552	-2.013223	0.865830	0.004099	0.262159
-16.319032	-2.017131	0.870835	0.004094	0.262161
-16.365818	-2.042122	0.875840	0.004105	0.262014
-16.361617	-2.083264	0.880845	0.004104	0.261841
-16.080402	-2.162555	0.885850	0.004035	0.261738
-16.805275	-2.066444	0.890854	0.004213	0.261539
-16.770652	-2.072632	0.895859	0.004204	0.261542
-17.069841	-2.075388	0.900864	0.004277	0.261277
-17.760727	-1.956305	0.905869	0.004446	0.261205
-18.061522	-1.894906	0.910874	0.004520	0.261215
-18.076567	-1.893544	0.915878	0.004523	0.261208
-17.971345	-1.913840	0.920883	0.004498	0.261209
-18.425442	-1.824017	0.925888	0.004608	0.261212
-18.556613	-1.800134	0.930893	0.004641	0.261203
-18.292815	-1.849384	0.935898	0.004576	0.261214
-18.443349	-1.821491	0.940902	0.004613	0.261207
-18.267004	-1.855313	0.945907	0.004570	0.261211
-18.044975	-1.897238	0.950912	0.004516	0.261218
-17.666074	-1.991552	0.955917	0.004423	0.261132
-17.670119	-2.043972	0.960922	0.004424	0.260903
-17.249392	-2.164232	0.965926	0.004322	0.260741
-17.227536	-2.226549	0.970931	0.004316	0.260491
-17.884364	-2.145941	0.975936	0.004477	0.260282
-18.395669	-2.102600	0.980941	0.004602	0.260035
-18.783556	-2.043741	0.985946	0.004697	0.259960
-19.215480	-1.961293	0.990950	0.004802	0.259949
-19.384663	-1.927877	0.995955	0.004843	0.259950
-19.541305	-1.896782	1.000960	0.004882	0.259951

-19.372827	-1.929457	1.010957	0.004841	0.259953
-19.152612	-2.032644	1.020954	0.004787	0.259694
