Sun Feb 26 14:59:52 2017

Number of Points = 3612
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
0.517840	0.050477	0.000000	-0.000013	0.278894

0.604370	-0.024936	0.005005	-0.000033	0.278658
0.514279	-0.007295	0.010010	-0.000011	0.278657
0.482312	-0.002834	0.015014	-0.000003	0.278649
0.557978	-0.014556	0.020019	-0.000021	0.278661
0.437668	0.005398	0.025024	0.000008	0.278645
0.347116	-0.004927	0.030029	0.000031	0.278531
0.414214	-0.066455	0.035034	0.000014	0.278335
0.460832	-0.076229	0.040038	0.000003	0.278332
0.515535	-0.114068	0.045043	-0.000010	0.278222
0.441978	-0.152282	0.050048	0.000008	0.278009
0.487827	-0.173140	0.055053	-0.000003	0.277960
0.470029	-0.229264	0.060058	0.000002	0.277719
0.386665	-0.245674	0.065062	0.000023	0.277586
0.357727	-0.287990	0.070067	0.000030	0.277391
0.358107	-0.337178	0.075072	0.000030	0.277191
0.423082	-0.388589	0.080077	0.000014	0.277034
0.492827	-0.469544	0.085082	-0.000002	0.276761
0.372584	-0.506270	0.090086	0.000027	0.276515
0.518818	-0.589546	0.095091	-0.000008	0.276293
0.320259	-0.618261	0.100096	0.000041	0.276017
0.305400	-0.679793	0.105101	0.000044	0.275754
0.207708	-0.723856	0.110106	0.000069	0.275496
0.129701	-0.782964	0.115110	0.000088	0.275192
0.104763	-0.843216	0.120115	0.000094	0.274925
0.064129	-0.907492	0.125120	0.000104	0.274629
0.120469	-0.989101	0.130125	0.000091	0.274340
0.084858	-1.041441	0.135130	0.000100	0.274096
0.037197	-1.109463	0.140134	0.000112	0.273778
-0.016627	-1.177971	0.145139	0.000125	0.273453
-0.111461	-1.245241	0.150144	0.000149	0.273100
-0.245620	-1.294838	0.155149	0.000182	0.272787
-0.270470	-1.375510	0.160154	0.000188	0.272434
-0.350429	-1.447328	0.165158	0.000208	0.272072
-0.224391	-1.556122	0.170163	0.000177	0.271725
-0.299452	-1.630051	0.175168	0.000196	0.271357
-0.394838	-1.702420	0.180173	0.000220	0.270979
-0.526648	-1.765379	0.185178	0.000252	0.270610
-0.608588	-1.843439	0.190182	0.000272	0.270219
-0.694695	-1.919869	0.195187	0.000294	0.269830
-1.194304	-1.907100	0.200192	0.000416	0.269474
-1.550416	-1.899681	0.205197	0.000503	0.269212
-2.006695	-1.857573	0.210202	0.000615	0.269013
-2.069955	-1.915078	0.215206	0.000631	0.268721
-2.181885	-1.953866	0.220211	0.000658	0.268466
-2.734132	-1.891114	0.225216	0.000793	0.268274
-2.870465	-1.909012	0.230221	0.000827	0.268086
-2.721051	-1.990065	0.235226	0.000791	0.267869
-2.936266	-1.980746	0.240230	0.000843	0.267730
