Sun Feb 26 13:47:42 2017

Number of Points = 3608
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
0.762130	0.015046	0.000000	0.000022	0.281082

0.571350	0.056485	0.005005	0.000069	0.281098
0.546310	0.119482	0.010010	0.000075	0.281329
0.727668	0.031925	0.015014	0.000031	0.281122
0.724769	0.027040	0.020019	0.000032	0.281099
0.774380	0.014065	0.025024	0.000020	0.281086
0.925450	-0.012630	0.030029	-0.000017	0.281097
0.856495	-0.009770	0.035034	-0.000000	0.281054
0.696261	-0.047110	0.040038	0.000039	0.280779
0.794553	-0.064766	0.045043	0.000015	0.280785
0.731721	-0.080734	0.050048	0.000031	0.280672
0.872880	-0.160829	0.055053	-0.000004	0.280462
0.837625	-0.174533	0.060058	0.000005	0.280379
0.988538	-0.259223	0.065062	-0.000031	0.280158
0.921370	-0.294858	0.070067	-0.000015	0.279962
0.784352	-0.308606	0.075072	0.000019	0.279798
0.888361	-0.395721	0.080077	-0.000006	0.279530
0.750030	-0.426413	0.085082	0.000027	0.279297
0.769324	-0.471368	0.090086	0.000023	0.279131
0.809449	-0.521467	0.095091	0.000013	0.278961
0.626091	-0.562654	0.100096	0.000058	0.278650
0.665544	-0.633901	0.105101	0.000049	0.278394
0.505153	-0.669660	0.110106	0.000088	0.278122
0.557231	-0.742846	0.115110	0.000076	0.277867
0.440020	-0.782615	0.120115	0.000104	0.277613
0.469917	-0.866001	0.125120	0.000097	0.277299
0.530331	-0.951018	0.130125	0.000083	0.277003
0.622849	-1.050667	0.135130	0.000060	0.276672
0.565064	-1.123451	0.140134	0.000075	0.276330
0.486516	-1.194278	0.145139	0.000094	0.275979
0.244209	-1.235934	0.150144	0.000153	0.275615
0.204566	-1.303483	0.155149	0.000163	0.275308
0.022203	-1.351911	0.160154	0.000208	0.274964
-0.050862	-1.420387	0.165158	0.000226	0.274625
-0.129586	-1.481521	0.170163	0.000245	0.274311
-0.161054	-1.540317	0.175168	0.000253	0.274045
-0.138704	-1.633984	0.180173	0.000248	0.273679
-0.184353	-1.717518	0.185178	0.000259	0.273299
-0.266692	-1.790288	0.190182	0.000280	0.272933
-0.227369	-1.884074	0.195187	0.000270	0.272578
-0.414236	-1.944121	0.200192	0.000316	0.272179
-0.392981	-2.042332	0.205197	0.000311	0.271790
-0.611083	-2.095446	0.210202	0.000365	0.271393
-0.824808	-2.146999	0.215206	0.000417	0.271006
-0.982512	-2.198074	0.220211	0.000456	0.270665
-1.412572	-2.198469	0.225216	0.000561	0.270313
-1.710511	-2.210371	0.230221	0.000634	0.270020
-1.927235	-2.233076	0.235226	0.000687	0.269748
-1.894948	-2.306469	0.240230	0.000679	0.269468
-1.887986	-2.369440	0.245235	0.000678	0.269211
-2.133917	-2.379030	0.250240	0.000738	0.268969
-2.048615	-2.468821	0.255245	0.000717	0.268663
-2.099644	-2.535422	0.260250	0.000730	0.268343
-2.065105	-2.623055	0.265254	0.000722	0.268004
-2.125578	-2.684153	0.270259	0.000737	0.267698
-2.286137	-2.735944	0.275264	0.000776	0.267348
-2.481716	-2.776190	0.280269	0.000824	0.267017
-3.399038	-2.650839	0.285274	0.001048	0.266785
-3.997291	-2.595733	0.290278	0.001194	0.266522
-4.141725	-2.565042	0.295283	0.001230	0.266531
-4.485170	-2.569213	0.300288	0.001314	0.266229
-5.488205	-2.379431	0.305293	0.001559	0.266197
-5.665675	-2.345772	0.310298	0.001602	0.266192
-5.157696	-2.446268	0.315302	0.001478	0.266188
-5.165120	-2.443410	0.320307	0.001480	0.266194
-5.193727	-2.440564	0.325312	0.001488	0.266182
-4.946218	-2.494686	0.330317	0.001427	0.266158
-5.674432	-2.418921	0.335322	0.001605	0.265874
