Sun Feb 26 14:20:12 2017

Number of Points = 3559
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
2.807237	-0.034983	0.000000	-0.000042	0.280771

2.772105	-0.024458	0.005005	-0.000034	0.280785
2.603905	0.005515	0.010010	0.000008	0.280772
2.670017	-0.005404	0.015014	-0.000008	0.280780
2.481058	0.031336	0.020019	0.000038	0.280778
2.457096	0.034488	0.025024	0.000044	0.280771
2.530295	0.023608	0.030029	0.000026	0.280785
2.309499	-0.011813	0.035034	0.000080	0.280469
2.307017	-0.013708	0.040038	0.000081	0.280459
2.337514	-0.019140	0.045043	0.000074	0.280461
2.239305	-0.002823	0.050048	0.000098	0.280449
2.298841	-0.073205	0.055053	0.000084	0.280213
2.238533	-0.074792	0.060058	0.000098	0.280159
2.365210	-0.118377	0.065062	0.000068	0.280084
2.391321	-0.184302	0.070067	0.000061	0.279840
2.497349	-0.236811	0.075072	0.000036	0.279712
2.493812	-0.280188	0.080077	0.000037	0.279535
2.380627	-0.323692	0.085082	0.000065	0.279270
2.456231	-0.372689	0.090086	0.000046	0.279132
2.425007	-0.401021	0.095091	0.000054	0.278993
2.256617	-0.452464	0.100096	0.000095	0.278653
2.215957	-0.491940	0.105101	0.000106	0.278461
2.153579	-0.533541	0.110106	0.000121	0.278243
2.026589	-0.563762	0.115110	0.000152	0.278020
1.947296	-0.622044	0.120115	0.000172	0.277722
1.806731	-0.652262	0.125120	0.000206	0.277487
1.844550	-0.712368	0.130125	0.000197	0.277274
1.579501	-0.712803	0.135130	0.000262	0.277061
1.613236	-0.791564	0.140134	0.000254	0.276768
1.642375	-0.855818	0.145139	0.000247	0.276530
1.547935	-0.906937	0.150144	0.000270	0.276246
1.537913	-0.968277	0.155149	0.000273	0.275989
1.523930	-1.036383	0.160154	0.000277	0.275700
1.552488	-1.116184	0.165158	0.000270	0.275397
1.463649	-1.169260	0.170163	0.000292	0.275109
1.409359	-1.241025	0.175168	0.000305	0.274772
1.384203	-1.310172	0.180173	0.000311	0.274469
1.096016	-1.325384	0.185178	0.000382	0.274175
0.989673	-1.364314	0.190182	0.000408	0.273929
0.951363	-1.431785	0.195187	0.000418	0.273621
0.620760	-1.440472	0.200192	0.000499	0.273319
0.540246	-1.488851	0.205197	0.000519	0.273054
0.174242	-1.488977	0.210202	0.000608	0.272758
0.131022	-1.540015	0.215206	0.000619	0.272512
-0.002745	-1.568666	0.220211	0.000652	0.272285
-0.148223	-1.596624	0.225216	0.000687	0.272052
-0.127383	-1.658199	0.230221	0.000682	0.271814
