Sun Feb 26 14:16:56 2017

Number of Points = 3584
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
1.328806	0.026226	0.000000	0.000039	0.281686

1.265069	0.049833	0.005005	0.000055	0.281730
1.065525	0.085841	0.010010	0.000104	0.281717
1.129258	0.076252	0.015014	0.000088	0.281728
1.144083	0.071557	0.020019	0.000085	0.281720
1.190266	0.062898	0.025024	0.000074	0.281722
1.268885	-0.014224	0.030029	0.000055	0.281476
1.150777	-0.004811	0.035034	0.000084	0.281420
1.199710	-0.011589	0.040038	0.000072	0.281431
1.293593	-0.031907	0.045043	0.000049	0.281423
1.269688	-0.083522	0.050048	0.000055	0.281198
1.317932	-0.119330	0.055053	0.000043	0.281093
1.229320	-0.115926	0.060058	0.000065	0.281037
1.222751	-0.178968	0.065062	0.000067	0.280779
1.109245	-0.158500	0.070067	0.000095	0.280772
1.217130	-0.257211	0.075072	0.000069	0.280461
1.218041	-0.272192	0.080077	0.000068	0.280402
1.095200	-0.310628	0.085082	0.000099	0.280151
1.110595	-0.352968	0.090086	0.000095	0.279993
0.931921	-0.358017	0.095091	0.000139	0.279831
0.799406	-0.404773	0.100096	0.000171	0.279539
0.853316	-0.439993	0.105101	0.000158	0.279440
0.681253	-0.464933	0.110106	0.000200	0.279203
0.760269	-0.517952	0.115110	0.000181	0.279052
0.744914	-0.557447	0.120115	0.000185	0.278881
0.680318	-0.603053	0.125120	0.000201	0.278646
0.681346	-0.680085	0.130125	0.000201	0.278336
0.596302	-0.724809	0.135130	0.000222	0.278088
0.605820	-0.782600	0.140134	0.000220	0.277862
0.491161	-0.825031	0.145139	0.000248	0.277599
0.540796	-0.905695	0.150144	0.000236	0.277312
0.524059	-0.972145	0.155149	0.000240	0.277029
0.291293	-0.999065	0.160154	0.000297	0.276734
0.334138	-1.074032	0.165158	0.000287	0.276464
0.275517	-1.144298	0.170163	0.000301	0.276131
0.108343	-1.186953	0.175168	0.000342	0.275824
0.015539	-1.239138	0.180173	0.000365	0.275537
-0.160426	-1.276089	0.185178	0.000408	0.275245
-0.232298	-1.330177	0.190182	0.000426	0.274966
-0.366077	-1.375677	0.195187	0.000459	0.274673
-0.487694	-1.422497	0.200192	0.000489	0.274383
-0.497847	-1.475246	0.205197	0.000491	0.274159
-0.548549	-1.528084	0.210202	0.000504	0.273901
-0.595142	-1.595960	0.215206	0.000515	0.273585
-0.726079	-1.644705	0.220211	0.000548	0.273279
-0.817453	-1.704419	0.225216	0.000570	0.272960
-0.696986	-1.801737	0.230221	0.000541	0.272656
-0.813121	-1.865123	0.235226	0.000569	0.272301
-0.832672	-1.942981	0.240230	0.000574	0.271964
-1.087193	-1.970727	0.245235	0.000637	0.271642
-1.253553	-2.019999	0.250240	0.000677	0.271303
-1.406574	-2.063473	0.255245	0.000715	0.270998
-1.750020	-2.070790	0.260250	0.000799	0.270688
-1.774221	-2.129709	0.265254	0.000805	0.270423
-2.026619	-2.140801	0.270259	0.000867	0.270171
-2.163534	-2.179074	0.275264	0.000900	0.269900
-2.075337	-2.268052	0.280269	0.000879	0.269601
-2.304349	-2.292041	0.285274	0.000935	0.269313
-2.084982	-2.381130	0.290278	0.000882	0.269121
-2.168120	-2.437502	0.295283	0.000902	0.268818
-2.382811	-2.475119	0.300288	0.000955	0.268484
-2.364237	-2.549191	0.305293	0.000950	0.268189
-2.668521	-2.562650	0.310298	0.001025	0.267882
-3.082837	-2.542235	0.315302	0.001126	0.267626
-3.856539	-2.431467	0.320307	0.001315	0.267452
-5.707803	-2.068263	0.325312	0.001767	0.267449
-6.250747	-1.959632	0.330317	0.001900	0.267457
-6.143777	-1.945761	0.335322	0.001874	0.267603
-5.112344	-2.104892	0.340326	0.001622	0.267785
-5.013833	-2.173346	0.345331	0.001598	0.267579
-5.180014	-2.171388	0.350336	0.001639	0.267450
-4.742624	-2.254813	0.355341	0.001532	0.267460
-4.472662	-2.344402	0.360346	0.001466	0.267306
-4.419665	-2.392509	0.365350	0.001454	0.267148
-4.430791	-2.452944	0.370355	0.001457	0.266884
-4.264971	-2.530237	0.375360	0.001416	0.266696
-4.347193	-2.565122	0.380365	0.001436	0.266480
-4.749022	-2.556428	0.385370	0.001535	0.266184
-5.214779	-2.510765	0.390374	0.001649	0.265990
-5.442442	-2.494548	0.395379	0.001704	0.265869
-5.150169	-2.601204	0.400384	0.001633	0.265661
-5.604981	-2.535571	0.405389	0.001744	0.265560
-6.008404	-2.509852	0.410394	0.001843	0.265333
-6.403748	-2.448727	0.415398	0.001940	0.265263
-6.651928	-2.400858	0.420403	0.002000	0.265259
-6.725901	-2.387823	0.425408	0.002018	0.265252
-7.146765	-2.302998	0.430413	0.002121	0.265261
-7.400335	-2.255097	0.435418	0.002183	0.265252
-7.397717	-2.253135	0.440422	0.002183	0.265262
-7.395201	-2.255128	0.445427	0.002182	0.265255
-7.264941	-2.280325	0.450432	0.002151	0.265257
-7.519818	-2.239323	0.455437	0.002213	0.265218
-8.425582	-2.080941	0.460442	0.002434	0.265134
-8.230854	-2.088555	0.465446	0.002387	0.265264
-8.095070	-2.116443	0.470451	0.002354	0.265258
-7.886206	-2.158604	0.475456	0.002303	0.265253
-7.580952	-2.215517	0.480461	0.002228	0.265266
-7.280810	-2.330798	0.485466	0.002155	0.265027
-7.329979	-2.343400	0.490470	0.002167	0.264933
-7.379028	-2.376628	0.495475	0.002180	0.264750
-7.302336	-2.422755	0.500480	0.002161	0.264618
