Sun Feb 26 13:15:21 2017

Number of Points = 3582
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
1.867215	0.073479	0.000000	0.000030	0.289658

2.079604	0.002168	0.005005	-0.000022	0.289544
2.032858	-0.009939	0.010010	-0.000011	0.289461
2.022476	-0.007712	0.015014	-0.000008	0.289463
1.957245	0.006855	0.020019	0.000007	0.289470
1.773186	0.040031	0.025024	0.000052	0.289459
1.764495	0.044201	0.030029	0.000054	0.289469
1.681660	0.040469	0.035034	0.000074	0.289392
1.501957	0.015833	0.040038	0.000118	0.289160
1.494091	0.017751	0.045043	0.000120	0.289162
1.430522	0.026951	0.050048	0.000135	0.289150
1.428013	0.030010	0.055053	0.000136	0.289160
1.444802	-0.002568	0.060058	0.000131	0.289047
1.524452	-0.045617	0.065062	0.000112	0.288941
1.595669	-0.058494	0.070067	0.000094	0.288946
1.494963	-0.127008	0.075072	0.000119	0.288603
1.694508	-0.166730	0.080077	0.000070	0.288601
1.591888	-0.228407	0.085082	0.000095	0.288284
1.760229	-0.299034	0.090086	0.000054	0.288138
1.833346	-0.361081	0.095091	0.000036	0.287953
1.853053	-0.439735	0.100096	0.000031	0.287661
1.864221	-0.511759	0.105101	0.000028	0.287389
1.754535	-0.561783	0.110106	0.000055	0.287110
1.661965	-0.612729	0.115110	0.000077	0.286841
1.753584	-0.698852	0.120115	0.000055	0.286574
1.721783	-0.772386	0.125120	0.000062	0.286262
1.774030	-0.863407	0.130125	0.000049	0.285946
1.635579	-0.921123	0.135130	0.000083	0.285613
1.734980	-1.025345	0.140134	0.000059	0.285281
1.764878	-1.119105	0.145139	0.000051	0.284935
1.710541	-1.204457	0.150144	0.000065	0.284558
1.845381	-1.332175	0.155149	0.000032	0.284159
1.747780	-1.398053	0.160154	0.000055	0.283823
1.847430	-1.524643	0.165158	0.000031	0.283400
1.788930	-1.632912	0.170163	0.000045	0.282926
1.756199	-1.733490	0.175168	0.000053	0.282502
1.698220	-1.838254	0.180173	0.000067	0.282041
1.621296	-1.937079	0.185178	0.000086	0.281588
1.657592	-2.063860	0.190182	0.000077	0.281111
1.603845	-2.173616	0.195187	0.000090	0.280631
1.279384	-2.229580	0.200192	0.000169	0.280152
1.196190	-2.325436	0.205197	0.000189	0.279703
0.883478	-2.368020	0.210202	0.000266	0.279286
0.225734	-2.328011	0.215206	0.000426	0.278928
-0.796244	-2.191866	0.220211	0.000676	0.278669
-2.037076	-2.024992	0.225216	0.000979	0.278359
-2.231511	-1.989396	0.230221	0.001026	0.278349
-2.155785	-2.007207	0.235226	0.001007	0.278338
-1.935073	-2.066511	0.240230	0.000953	0.278274
-2.229222	-2.069636	0.245235	0.001025	0.278029
-2.167314	-2.084343	0.250240	0.001010	0.278019
-2.435585	-2.056774	0.255245	0.001075	0.277918
-3.222645	-1.950903	0.260250	0.001267	0.277722
-3.004926	-1.994683	0.265254	0.001214	0.277718
-2.732809	-2.045870	0.270259	0.001147	0.277728
-2.216545	-2.176449	0.275264	0.001021	0.277611
-2.393724	-2.193953	0.280269	0.001064	0.277400
-2.655967	-2.183027	0.285274	0.001128	0.277236
-3.030584	-2.148369	0.290278	0.001220	0.277079
-3.049114	-2.145479	0.295283	0.001224	0.277076
-3.207956	-2.191730	0.300288	0.001263	0.276763
-3.282852	-2.173835	0.305293	0.001281	0.276776
-3.587602	-2.139640	0.310298	0.001355	0.276672
-4.459143	-2.020018	0.315302	0.001568	0.276464
-4.886821	-1.898188	0.320307	0.001672	0.276618
-5.114590	-1.818202	0.325312	0.001727	0.276761
-5.011272	-1.835864	0.330317	0.001702	0.276772
-4.958168	-1.848287	0.335322	0.001689	0.276765
-4.721019	-1.895555	0.340326	0.001631	0.276762
-4.729559	-1.891855	0.345331	0.001633	0.276771
-4.434914	-1.952602	0.350336	0.001561	0.276760
-4.098928	-2.071870	0.355341	0.001479	0.276544
-4.320387	-2.047938	0.360346	0.001533	0.276465
-4.038354	-2.156124	0.365350	0.001464	0.276251
-3.936530	-2.203530	0.370355	0.001439	0.276141
-4.028408	-2.266043	0.375360	0.001461	0.275814
-4.263821	-2.260948	0.380365	0.001518	0.275647
-5.336641	-2.085320	0.385370	0.001780	0.275504
-5.333695	-2.087124	0.390374	0.001779	0.275499
-5.164048	-2.140572	0.395379	0.001738	0.275418
-5.351833	-2.158292	0.400384	0.001783	0.275196
-5.063885	-2.212380	0.405389	0.001713	0.275206
-5.265161	-2.242099	0.410394	0.001762	0.274924
-5.768126	-2.155439	0.415398	0.001885	0.274875
-6.239223	-2.060767	0.420403	0.002000	0.274884
-6.854979	-1.943469	0.425408	0.002150	0.274870
-7.744692	-1.765689	0.430413	0.002367	0.274883
-8.108725	-1.654421	0.435418	0.002456	0.275045
-7.594747	-1.717000	0.440422	0.002330	0.275202
-7.797557	-1.675607	0.445427	0.002379	0.275209
-7.917432	-1.593511	0.450432	0.002408	0.275448
-7.313675	-1.696619	0.455437	0.002261	0.275512
-6.528547	-1.853448	0.460442	0.002069	0.275502
-5.742944	-2.071069	0.465446	0.001877	0.275245
-4.982675	-2.272610	0.470451	0.001691	0.275032
-4.980242	-2.366942	0.475456	0.001691	0.274649
-4.834197	-2.479032	0.480461	0.001655	0.274309
-5.106413	-2.507603	0.485466	0.001721	0.273974
-5.728663	-2.469341	0.490470	0.001873	0.273630
-6.413453	-2.395543	0.495475	0.002040	0.273381
-7.313677	-2.279243	0.500480	0.002260	0.273133
-8.470308	-2.070070	0.505485	0.002542	0.273059
-9.251936	-1.874520	0.510490	0.002733	0.273232
-8.785803	-1.931954	0.515494	0.002619	0.273373
-9.373159	-1.814425	0.520499	0.002762	0.273382
-10.177272	-1.614578	0.525504	0.002958	0.273554
-9.980975	-1.617897	0.530509	0.002910	0.273699
-9.919030	-1.552540	0.535514	0.002895	0.274018
-9.610359	-1.612148	0.540518	0.002819	0.274022
-9.772609	-1.553669	0.545523	0.002859	0.274132
-9.007953	-1.675305	0.550528	0.002672	0.274249
-8.345195	-1.830381	0.555533	0.002510	0.274148
-8.167680	-1.894167	0.560538	0.002467	0.274030
-7.379345	-2.104371	0.565542	0.002274	0.273804
-7.009193	-2.241925	0.570547	0.002183	0.273539
-6.834014	-2.372492	0.575552	0.002141	0.273144
-6.618392	-2.505623	0.580557	0.002088	0.272772
-7.034187	-2.529592	0.585562	0.002189	0.272337
-7.714120	-2.479771	0.590566	0.002355	0.271992
-8.899117	-2.292233	0.595571	0.002644	0.271806
-9.790888	-2.154390	0.600576	0.002862	0.271652
-11.039671	-1.881745	0.605581	0.003167	0.271765
