Sun Feb 26 13:24:49 2017

Number of Points = 3604
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
1.576494	0.096612	0.000000	0.000045	0.277968

1.651396	0.092961	0.005005	0.000027	0.278012
1.606341	0.103826	0.010010	0.000038	0.278019
1.612325	0.028769	0.015014	0.000037	0.277720
1.736672	0.004251	0.020019	0.000007	0.277719
1.720756	0.005079	0.025024	0.000011	0.277709
1.659179	0.017383	0.030029	0.000026	0.277709
1.780194	-0.010641	0.035034	-0.000003	0.277691
1.817690	-0.096730	0.040038	-0.000012	0.277371
1.894487	-0.108455	0.045043	-0.000030	0.277384
1.939542	-0.173555	0.050048	-0.000041	0.277156
1.827277	-0.173184	0.055053	-0.000013	0.277067
1.927241	-0.256095	0.060058	-0.000037	0.276810
1.838973	-0.269805	0.065062	-0.000016	0.276683
1.788044	-0.313000	0.070067	-0.000003	0.276466
1.764357	-0.364938	0.075072	0.000003	0.276235
1.699840	-0.394887	0.080077	0.000019	0.276061
1.610009	-0.437574	0.085082	0.000041	0.275815
1.555362	-0.488249	0.090086	0.000055	0.275564
1.820078	-0.589344	0.095091	-0.000009	0.275363
1.645451	-0.619050	0.100096	0.000034	0.275101
1.652037	-0.687452	0.105101	0.000032	0.274826
1.704000	-0.764616	0.110106	0.000020	0.274552
1.773680	-0.859020	0.115110	0.000003	0.274221
1.865320	-0.936649	0.120115	-0.000019	0.273976
1.774229	-1.008787	0.125120	0.000004	0.273606
1.616130	-1.061967	0.130125	0.000043	0.273259
1.688657	-1.159035	0.135130	0.000025	0.272918
1.473535	-1.204607	0.140134	0.000078	0.272555
1.254429	-1.243188	0.145139	0.000132	0.272218
1.207054	-1.315257	0.150144	0.000144	0.271882
1.034492	-1.360688	0.155149	0.000186	0.271553
0.881588	-1.411180	0.160154	0.000224	0.271219
0.816018	-1.479109	0.165158	0.000240	0.270883
0.732919	-1.539374	0.170163	0.000261	0.270565
0.762318	-1.623967	0.175168	0.000254	0.270237
0.610781	-1.684511	0.180173	0.000292	0.269861
0.712461	-1.785430	0.185178	0.000267	0.269523
0.752990	-1.874869	0.190182	0.000257	0.269183
0.845549	-1.971830	0.195187	0.000235	0.268853
0.859601	-2.079981	0.200192	0.000232	0.268412
0.772142	-2.169726	0.205197	0.000254	0.267963
0.960469	-2.301425	0.210202	0.000208	0.267565
0.969035	-2.430998	0.215206	0.000206	0.267027
0.903221	-2.520642	0.220211	0.000223	0.266595
0.788964	-2.625909	0.225216	0.000251	0.266056
-1.553253	-2.266086	0.230221	0.000823	0.265631
-5.215025	-1.506392	0.235226	0.001718	0.265799
-5.025263	-1.509081	0.240230	0.001672	0.265944
-3.822299	-1.685863	0.245235	0.001378	0.266195
-5.002722	-1.407475	0.250240	0.001667	0.266390
-4.133735	-1.546616	0.255245	0.001455	0.266522
-3.610915	-1.645971	0.260250	0.001327	0.266536
-3.876996	-1.597375	0.265254	0.001392	0.266519
-3.500080	-1.668466	0.270259	0.001301	0.266531
-2.897923	-1.787391	0.275264	0.001154	0.266527
-2.457361	-1.894561	0.280269	0.001047	0.266440
-2.765465	-1.891753	0.285274	0.001122	0.266195
-2.415789	-2.008392	0.290278	0.001037	0.265992
-2.698819	-1.985266	0.295283	0.001106	0.265854
-3.060803	-1.984463	0.300288	0.001195	0.265556
-2.815945	-2.063459	0.305293	0.001136	0.265425
-3.107025	-2.043250	0.310298	0.001207	0.265267
-2.983731	-2.141038	0.315302	0.001177	0.264955
-3.402775	-2.090094	0.320307	0.001280	0.264821
-4.215598	-1.976089	0.325312	0.001479	0.264626
-3.696880	-2.085338	0.330317	0.001352	0.264594
-4.394683	-2.013475	0.335322	0.001523	0.264316
-4.755322	-1.945116	0.340326	0.001611	0.264305
-4.774552	-1.939057	0.345331	0.001616	0.264313
-5.375955	-1.821690	0.350336	0.001763	0.264309
-5.966145	-1.705686	0.355341	0.001908	0.264308
-6.504749	-1.597119	0.360346	0.002040	0.264319
-6.532212	-1.524090	0.365350	0.002046	0.264605
-6.466248	-1.531042	0.370355	0.002031	0.264630
-6.480643	-1.528533	0.375360	0.002034	0.264627
-6.006682	-1.550164	0.380365	0.001919	0.264930
-6.017831	-1.546711	0.385370	0.001922	0.264934
-5.931573	-1.586768	0.390374	0.001901	0.264835
-5.896215	-1.642073	0.395379	0.001893	0.264629
-5.510637	-1.718971	0.400384	0.001799	0.264624
-4.815650	-1.871354	0.405389	0.001629	0.264556
-4.751047	-1.939763	0.410394	0.001614	0.264318
-4.265479	-2.090391	0.415398	0.001496	0.264083
-4.420308	-2.136039	0.420403	0.001534	0.263758
-5.024742	-2.092301	0.425408	0.001682	0.263438
-5.066646	-2.140255	0.430413	0.001692	0.263197
-5.601942	-2.069877	0.435418	0.001823	0.263048
-6.077604	-2.037252	0.440422	0.001940	0.262787
-6.155488	-2.033035	0.445427	0.001959	0.262739
-7.231734	-1.885467	0.450432	0.002222	0.262464
-7.405419	-1.852281	0.455437	0.002265	0.262459
-7.943808	-1.726577	0.460442	0.002397	0.262544
-7.760902	-1.704904	0.465446	0.002352	0.262789
-7.904190	-1.673812	0.470451	0.002387	0.262801
-8.290210	-1.599307	0.475456	0.002482	0.262794
-8.060665	-1.645451	0.480461	0.002426	0.262789
-7.806879	-1.692162	0.485466	0.002364	0.262801
-7.785836	-1.699346	0.490470	0.002359	0.262787
-7.482652	-1.784834	0.495475	0.002286	0.262676
-7.947245	-1.743165	0.500480	0.002399	0.262462
-7.638467	-1.805350	0.505485	0.002324	0.262455
-7.791750	-1.772589	0.510490	0.002362	0.262466
-8.243786	-1.752809	0.515494	0.002473	0.262169
-8.488697	-1.707841	0.520499	0.002533	0.262155
-8.999343	-1.607657	0.525504	0.002658	0.262153
-8.755340	-1.656722	0.530509	0.002598	0.262147
-8.554166	-1.693538	0.535514	0.002550	0.262158
-8.494592	-1.708470	0.540518	0.002535	0.262143
-7.967449	-1.842525	0.545523	0.002407	0.262012
-8.314087	-1.814473	0.550528	0.002492	0.261839
-7.804101	-1.958238	0.555533	0.002368	0.261652
-7.929345	-1.964086	0.560538	0.002398	0.261520
-8.194655	-1.986706	0.565542	0.002464	0.261198
-8.015996	-2.061628	0.570547	0.002420	0.261026
-8.546759	-1.989864	0.575552	0.002550	0.260885
-8.477677	-2.076983	0.580557	0.002534	0.260567
-8.699358	-2.057040	0.585562	0.002588	0.260464
-9.849221	-1.876842	0.590566	0.002869	0.260266
-9.761856	-1.891644	0.595571	0.002848	0.260275
-10.074733	-1.829929	0.600576	0.002925	0.260275
-10.729050	-1.702867	0.605581	0.003085	0.260268
-11.221221	-1.604016	0.610586	0.003205	0.260276
-11.453861	-1.560844	0.615590	0.003262	0.260264
-11.302530	-1.522189	0.620595	0.003225	0.260558
-11.483839	-1.483926	0.625600	0.003270	0.260568
-11.248733	-1.531663	0.630605	0.003213	0.260561
-11.372572	-1.503700	0.635610	0.003243	0.260575
-11.508386	-1.480954	0.640614	0.003277	0.260558
-10.885567	-1.599640	0.645619	0.003125	0.260573
-10.577170	-1.660003	0.650624	0.003050	0.260573
-10.165171	-1.749744	0.655629	0.002950	0.260534
-10.095414	-1.821883	0.660634	0.002933	0.260281
-9.507310	-1.985789	0.665638	0.002790	0.260072
-9.464310	-2.057582	0.670643	0.002779	0.259797
-9.970745	-2.030406	0.675648	0.002903	0.259484
-9.926280	-2.092611	0.680653	0.002893	0.259251
-10.058113	-2.108717	0.685658	0.002925	0.259068
-10.924912	-2.011389	0.690662	0.003137	0.258750
-11.508464	-1.896245	0.695667	0.003280	0.258751
-12.411566	-1.790852	0.700672	0.003501	0.258437
-12.417983	-1.778019	0.705677	0.003503	0.258487
-12.940902	-1.621791	0.710682	0.003631	0.258718
-13.180111	-1.566393	0.715686	0.003689	0.258753
-12.986560	-1.603623	0.720691	0.003642	0.258756
-13.542434	-1.494343	0.725696	0.003778	0.258755
-13.654562	-1.465219	0.730701	0.003806	0.258785
-12.972333	-1.526477	0.735706	0.003640	0.259100
-12.878469	-1.603845	0.740710	0.003617	0.258843
-12.880729	-1.622724	0.745715	0.003618	0.258759
-12.761860	-1.645679	0.750720	0.003589	0.258759
-12.161173	-1.768985	0.755725	0.003443	0.258736
-12.325778	-1.802868	0.760730	0.003483	0.258447
-12.361332	-1.812519	0.765734	0.003492	0.258374
-12.120831	-1.917188	0.770739	0.003434	0.258124
-11.978935	-1.995765	0.775744	0.003399	0.257902
-12.487984	-1.946045	0.780749	0.003524	0.257682
-13.103519	-1.867013	0.785754	0.003674	0.257498
-13.166723	-1.880572	0.790758	0.003690	0.257384
-13.810297	-1.799709	0.795763	0.003848	0.257184
-14.381002	-1.687783	0.800768	0.003987	0.257182
-14.421164	-1.681427	0.805773	0.003997	0.257174
-14.475779	-1.668039	0.810778	0.004011	0.257185
-14.711435	-1.624509	0.815782	0.004069	0.257171
-14.500581	-1.664713	0.820787	0.004018	0.257176
-14.033845	-1.755919	0.825792	0.003904	0.257177
-13.514711	-1.911365	0.830797	0.003777	0.256943
-14.123293	-1.808670	0.835802	0.003926	0.256868
-14.578017	-1.767337	0.840806	0.004038	0.256657
-14.754819	-1.753597	0.845811	0.004081	0.256564
-15.090730	-1.687062	0.850816	0.004163	0.256565
-15.379312	-1.632215	0.855821	0.004234	0.256556
-15.771711	-1.551521	0.860826	0.004330	0.256571
-15.554604	-1.596408	0.865830	0.004277	0.256560
-15.448774	-1.615884	0.870835	0.004252	0.256565
-16.080690	-1.491294	0.875840	0.004406	0.256566
-16.021425	-1.504630	0.880845	0.004392	0.256558
-15.494977	-1.604746	0.885850	0.004264	0.256571
-15.087548	-1.717727	0.890854	0.004165	0.256426
-14.908720	-1.796802	0.895859	0.004121	0.256233
-14.551189	-1.914671	0.900864	0.004034	0.256024
-14.670919	-1.944107	0.905869	0.004064	0.255790
-14.977879	-1.928188	0.910874	0.004139	0.255594
-15.249841	-1.943347	0.915878	0.004206	0.255291
-15.557910	-1.898507	0.920883	0.004281	0.255221
-16.393558	-1.789920	0.925888	0.004486	0.254975
-16.366481	-1.797764	0.930893	0.004479	0.254963
-16.685283	-1.732437	0.935898	0.004557	0.254974
-17.192097	-1.634991	0.940902	0.004681	0.254963
-17.365350	-1.598857	0.945907	0.004724	0.254972
-17.946538	-1.484030	0.950912	0.004866	0.254973
-18.094618	-1.456717	0.955917	0.004903	0.254964
-17.930649	-1.486219	0.960922	0.004863	0.254975
-17.615347	-1.550804	0.965926	0.004786	0.254963
-17.323354	-1.606254	0.970931	0.004715	0.254971
-17.302921	-1.609535	0.975936	0.004710	0.254973
-16.785029	-1.726505	0.980941	0.004584	0.254905
-16.657571	-1.804848	0.985946	0.004553	0.254669
-16.481121	-1.884086	0.990950	0.004511	0.254472
-16.595836	-1.898405	0.995955	0.004539	0.254308
-16.739959	-1.937089	1.000960	0.004574	0.254011

-17.563698	-1.826177	1.010957	0.004776	0.253784
-17.661873	-1.871945	1.020954	0.004801	0.253494
-18.094055	-1.792475	1.030950	0.004907	0.253467
-18.898412	-1.601046	1.040947	0.005104	0.253613
-18.871524	-1.552857	1.050944	0.005098	0.253848
-19.121992	-1.433351	1.060941	0.005159	0.254157
-18.831391	-1.438795	1.070938	0.005089	0.254383
-18.394193	-1.460287	1.080934	0.004982	0.254666
-17.313559	-1.672904	1.090931	0.004719	0.254663
-16.871899	-1.806798	1.100928	0.004612	0.254453
-16.344581	-1.958604	1.110925	0.004484	0.254239
-16.149777	-2.076765	1.120922	0.004437	0.253884
-16.913459	-2.011719	1.130918	0.004624	0.253506
-17.659062	-1.873845	1.140915	0.004806	0.253465
-18.799087	-1.604326	1.150912	0.005085	0.253664
-18.928909	-1.484191	1.160909	0.005117	0.254081
-19.050973	-1.376051	1.170906	0.005148	0.254451
-18.355737	-1.425286	1.180902	0.004978	0.254835
-17.949838	-1.444636	1.190899	0.004880	0.255099
-16.846619	-1.656197	1.200896	0.004611	0.255120
-16.487869	-1.760868	1.210893	0.004524	0.254968
-15.894819	-1.929172	1.220890	0.004380	0.254738
-15.697382	-2.044504	1.230886	0.004332	0.254399
-16.140248	-2.019372	1.240883	0.004441	0.254124
-16.592403	-1.961507	1.250880	0.004552	0.253985
-17.508701	-1.768470	1.260877	0.004776	0.254040
-18.334807	-1.565150	1.270874	0.004978	0.254219
-18.891365	-1.351085	1.280870	0.005114	0.254679
-18.304339	-1.349760	1.290867	0.004972	0.255191
-17.750942	-1.377882	1.300864	0.004837	0.255544
-16.758701	-1.560931	1.310861	0.004595	0.255595
-15.613114	-1.785322	1.320858	0.004316	0.255597
-15.246547	-1.928934	1.330854	0.004227	0.255280
-15.697060	-1.910801	1.340851	0.004338	0.254968
-16.366758	-1.807984	1.350848	0.004502	0.254839
-16.576726	-1.737177	1.360845	0.004553	0.254968
-16.579217	-1.735566	1.370842	0.004555	0.254971
-16.301759	-1.789784	1.380838	0.004487	0.254970
-16.610468	-1.730369	1.390835	0.004563	0.254963
-16.920860	-1.630171	1.400832	0.004639	0.255133
-16.993005	-1.579298	1.410829	0.004658	0.255293
-17.070177	-1.496013	1.420826	0.004677	0.255591
-16.776571	-1.493230	1.430822	0.004606	0.255854
-16.357131	-1.562819	1.440819	0.004504	0.255909
-15.884451	-1.655275	1.450816	0.004389	0.255909
-15.239421	-1.780638	1.460813	0.004232	0.255914
-15.072399	-1.866935	1.470810	0.004192	0.255677
-15.020891	-1.906280	1.480806	0.004180	0.255547
-15.060816	-1.955167	1.490803	0.004190	0.255295
-15.452713	-1.905248	1.500800	0.004286	0.255174
-16.173555	-1.740655	1.510797	0.004463	0.255273
-16.875216	-1.573383	1.520794	0.004635	0.255400
-17.058849	-1.452101	1.530790	0.004680	0.255773
-16.759599	-1.419171	1.540787	0.004607	0.256173
-15.860451	-1.515565	1.550784	0.004388	0.256524
-15.303665	-1.614564	1.560781	0.004253	0.256567
-14.852284	-1.754066	1.570778	0.004143	0.256343
-14.694545	-1.810574	1.580774	0.004105	0.256230
-14.891711	-1.800033	1.590771	0.004154	0.256104
-15.427399	-1.685550	1.600768	0.004285	0.256143
-14.981182	-1.784669	1.610765	0.004177	0.256091
-14.774710	-1.863453	1.620762	0.004127	0.255921
-14.966833	-1.826529	1.630758	0.004174	0.255916
-15.041806	-1.811157	1.640755	0.004193	0.255917
-15.233807	-1.773001	1.650752	0.004241	0.255917
-15.392946	-1.715583	1.660749	0.004280	0.256029
-15.215606	-1.704002	1.670746	0.004237	0.256231
-15.680124	-1.587065	1.680742	0.004351	0.256341
-15.990373	-1.455253	1.690739	0.004427	0.256650
-15.759486	-1.425857	1.700736	0.004371	0.256975
-14.870430	-1.552701	1.710733	0.004155	0.257182
-14.106443	-1.702753	1.720730	0.003969	0.257181
-13.471958	-1.893847	1.730726	0.003814	0.256889
-12.866249	-2.093732	1.740723	0.003667	0.256534
-13.694690	-2.000323	1.750720	0.003870	0.256228
-14.329582	-1.936278	1.760717	0.004026	0.255960
-14.853246	-1.785625	1.770714	0.004154	0.256167
-15.886816	-1.534692	1.780710	0.004407	0.256374
-16.064692	-1.388390	1.790707	0.004451	0.256860
-15.676626	-1.356599	1.800704	0.004356	0.257330
-14.577634	-1.536001	1.810701	0.004089	0.257488
-13.855202	-1.657227	1.820698	0.003913	0.257577
-13.227910	-1.801116	1.830694	0.003760	0.257485
-13.254203	-1.861721	1.840691	0.003767	0.257196
-13.644285	-1.790160	1.850688	0.003863	0.257172
-13.723950	-1.801916	1.860685	0.003883	0.257050
-13.907468	-1.787729	1.870682	0.003928	0.256953
-13.404371	-1.895884	1.880678	0.003806	0.256911
-13.247793	-1.937980	1.890675	0.003768	0.256859
-13.932197	-1.803231	1.900672	0.003936	0.256858
-14.587113	-1.662350	1.910669	0.004096	0.256910
-14.969599	-1.508233	1.920666	0.004190	0.257252
-14.992891	-1.415169	1.930662	0.004196	0.257637
-14.826370	-1.359918	1.940659	0.004156	0.258018
-14.098176	-1.422828	1.950656	0.003979	0.258365
-12.987998	-1.623409	1.960653	0.003708	0.258440
-12.022976	-1.891078	1.970650	0.003473	0.258099
-11.851630	-2.005292	1.980646	0.003432	0.257747
-11.921477	-2.081836	1.990643	0.003449	0.257351
-12.401436	-2.057598	2.000640	0.003567	0.257043
-12.931371	-1.994265	2.010637	0.003697	0.256863
-14.188376	-1.722022	2.020634	0.004005	0.256971
-14.891029	-1.497800	2.030630	0.004177	0.257345
-15.196087	-1.295579	2.040627	0.004252	0.257963
-14.914149	-1.220560	2.050624	0.004183	0.258529
-13.680055	-1.364706	2.060621	0.003882	0.258954
-12.104430	-1.660497	2.070618	0.003498	0.259012
-11.028884	-1.965102	2.080614	0.003236	0.258606
-10.794990	-2.134051	2.090611	0.003180	0.258070
-11.720802	-2.050952	2.100608	0.003406	0.257637
-12.529706	-1.925394	2.110605	0.003604	0.257490
-13.260330	-1.777436	2.120602	0.003783	0.257507
-13.774476	-1.600063	2.130598	0.003909	0.257838
-13.750839	-1.532965	2.140595	0.003904	0.258148
-13.961526	-1.403732	2.150592	0.003956	0.258528
-13.410273	-1.427614	2.160589	0.003822	0.258893
