Sun Feb 26 14:23:29 2017

Number of Points = 3586
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
1.509126	0.002301	0.000000	-0.000015	0.280946

1.481406	-0.031252	0.005005	-0.000008	0.280790
1.501028	-0.030923	0.010010	-0.000013	0.280806
1.344092	-0.001779	0.015014	0.000026	0.280799
1.376238	-0.007937	0.020019	0.000018	0.280799
1.320192	0.004877	0.025024	0.000032	0.280806
1.270580	0.011642	0.030029	0.000044	0.280794
1.323784	-0.041477	0.035034	0.000031	0.280623
1.325334	-0.077312	0.040038	0.000031	0.280480
1.374128	-0.085926	0.045043	0.000019	0.280484
1.346252	-0.117424	0.050048	0.000026	0.280335
1.362567	-0.159366	0.055053	0.000023	0.280180
1.326823	-0.176610	0.060058	0.000031	0.280082
1.383790	-0.243217	0.065062	0.000018	0.279859
1.333311	-0.270772	0.070067	0.000030	0.279708
1.246679	-0.290905	0.075072	0.000052	0.279559
1.111873	-0.326543	0.080077	0.000085	0.279309
1.200805	-0.365933	0.085082	0.000063	0.279220
0.931521	-0.366457	0.090086	0.000129	0.279005
0.917136	-0.399658	0.095091	0.000133	0.278860
0.963011	-0.452502	0.100096	0.000122	0.278683
0.881589	-0.512690	0.105101	0.000142	0.278375
0.914136	-0.560828	0.110106	0.000134	0.278207
0.746264	-0.577962	0.115110	0.000175	0.278004
0.866358	-0.667655	0.120115	0.000146	0.277737
0.797840	-0.722327	0.125120	0.000163	0.277461
0.805254	-0.787091	0.130125	0.000161	0.277204
0.699680	-0.828787	0.135130	0.000187	0.276951
0.547712	-0.863924	0.140134	0.000225	0.276687
0.612070	-0.944141	0.145139	0.000209	0.276412
0.499960	-0.994292	0.150144	0.000237	0.276118
0.367508	-1.040417	0.155149	0.000269	0.275824
0.421863	-1.124083	0.160154	0.000256	0.275527
0.186679	-1.150455	0.165158	0.000314	0.275231
0.166402	-1.216963	0.170163	0.000319	0.274943
0.119025	-1.278032	0.175168	0.000331	0.274655
-0.052233	-1.319477	0.180173	0.000373	0.274347
0.032018	-1.391098	0.185178	0.000352	0.274121
